model,classifier,source_species,target_species,accuracy,balanced_accuracy,precision_macro,precision_weighted,recall_macro,recall_weighted,f1_macro,f1_weighted,mcc,roc_auc_macro,n_classes_in_test
reddino_base,LR,Falciparum,Vivax,0.5333333333333333,0.5925925925925926,0.375,0.6083333333333333,0.5925925925925926,0.5333333333333333,0.36574074074074076,0.5398148148148147,0.42623201289152285,,3
reddino_base,KNN_1,Falciparum,Vivax,0.6666666666666666,0.6962962962962962,0.7222222222222222,0.9444444444444444,0.6962962962962962,0.6666666666666666,0.5200746965452847,0.6948646125116713,0.5538892756574677,,3
reddino_base,KNN_3,Falciparum,Vivax,0.6666666666666666,0.6962962962962962,0.7222222222222222,0.9444444444444444,0.6962962962962962,0.6666666666666666,0.5200746965452847,0.6948646125116713,0.5538892756574677,,3
reddino_base,KNN_5,Falciparum,Vivax,0.6666666666666666,0.6962962962962962,0.7222222222222222,0.9444444444444444,0.6962962962962962,0.6666666666666666,0.5200746965452847,0.6948646125116713,0.5538892756574677,,3
reddino_base,RF,Falciparum,Ovale,0.7,0.5952380952380952,0.6666666666666666,1.0,0.3968253968253968,0.7,0.4743589743589744,0.7961538461538462,0.5249506569572601,,2
reddino_base,LR,Falciparum,Ovale,0.4,0.2857142857142857,0.3333333333333333,0.7,0.19047619047619047,0.4,0.24242424242424243,0.509090909090909,0.2672612419124244,,2
reddino_base,KNN_1,Falciparum,Ovale,0.8,0.6666666666666666,0.6666666666666666,1.0,0.4444444444444444,0.8,0.5,0.85,0.6370220572706061,,2
reddino_base,KNN_3,Falciparum,Ovale,0.8,0.6666666666666666,0.6666666666666666,1.0,0.4444444444444444,0.8,0.5,0.85,0.6370220572706061,,2
reddino_base,KNN_5,Falciparum,Ovale,0.8,0.6666666666666666,0.6666666666666666,1.0,0.4444444444444444,0.8,0.5,0.85,0.6370220572706061,,2
reddino_base,RF,Falciparum,Malariae,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.125,0.16666666666666666,0.14285714285714285,0.19047619047619047,0.1849000654084097,,3
reddino_base,LR,Falciparum,Malariae,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.14814814814814814,0.25,0.3333333333333333,0.15384615384615385,0.20512820512820515,0.1849000654084097,,3
reddino_base,KNN_1,Falciparum,Malariae,0.08333333333333333,0.08333333333333333,0.0625,0.08333333333333333,0.0625,0.08333333333333333,0.0625,0.08333333333333333,-0.05661385170722978,,3
reddino_base,KNN_3,Falciparum,Malariae,0.08333333333333333,0.08333333333333333,0.0625,0.08333333333333333,0.0625,0.08333333333333333,0.0625,0.08333333333333333,-0.05661385170722978,,3
reddino_base,KNN_5,Falciparum,Malariae,0.08333333333333333,0.08333333333333333,0.0625,0.08333333333333333,0.0625,0.08333333333333333,0.0625,0.08333333333333333,-0.05661385170722978,,3
reddino_base,RF,Vivax,Falciparum,0.9047619047619048,0.5,0.4523809523809524,0.81859410430839,0.5,0.9047619047619048,0.475,0.8595238095238096,0.0,,2
reddino_base,LR,Vivax,Falciparum,0.7619047619047619,0.42105263157894735,0.4444444444444444,0.8042328042328043,0.42105263157894735,0.7619047619047619,0.43243243243243246,0.7824967824967827,-0.13245323570650439,,2
reddino_base,KNN_1,Vivax,Falciparum,0.9047619047619048,0.5,0.25,0.9047619047619048,0.25,0.9047619047619048,0.25,0.9047619047619048,0.49354811679282456,,2
reddino_base,KNN_3,Vivax,Falciparum,0.9047619047619048,0.5,0.25,0.9047619047619048,0.25,0.9047619047619048,0.25,0.9047619047619048,0.49354811679282456,,2
reddino_base,KNN_5,Vivax,Falciparum,0.9047619047619048,0.5,0.25,0.9047619047619048,0.25,0.9047619047619048,0.25,0.9047619047619048,0.49354811679282456,,2
