model,classifier,fold,accuracy,balanced_accuracy,precision_macro,precision_weighted,recall_macro,recall_weighted,f1_macro,f1_weighted,mcc,roc_auc_macro,n_classes_in_val,split
reddino_base,LR,fold1,0.6857142857142857,0.6666666666666667,0.4444444444444444,0.8888888888888888,0.33333333333333337,0.6857142857142857,0.3771929824561403,0.7669172932330827,0.501741889678217,,2,val
reddino_base,LR,fold1,0.9137931034482759,0.9041666666666666,0.9069055944055944,0.9205449722691103,0.9041666666666666,0.9137931034482759,0.9021476501254054,0.9142905140603964,0.8836746471306769,0.9892878960229188,4,test
reddino_base,KNN_1,fold1,0.5428571428571428,0.5166666666666666,0.42708333333333337,0.8571428571428571,0.2583333333333333,0.5428571428571428,0.3134920634920635,0.6485260770975056,0.3574922482336782,,2,val
reddino_base,KNN_1,fold1,0.8620689655172413,0.8375,0.8727678571428572,0.9060960591133005,0.8375,0.8620689655172413,0.8314253804271953,0.8657492766948929,0.8224131168335602,0.8976138565891473,4,test
reddino_base,KNN_3,fold1,0.5714285714285714,0.5333333333333333,0.38888888888888884,0.7936507936507937,0.26666666666666666,0.5714285714285714,0.3057644110275689,0.6444683136412459,0.36084391824351614,,2,val
reddino_base,KNN_3,fold1,0.896551724137931,0.8791666666666667,0.8928571428571428,0.9199507389162562,0.8791666666666667,0.896551724137931,0.8759236453201971,0.9005860370307457,0.8633771224400051,0.9695886522581733,4,test
reddino_base,KNN_5,fold1,0.4857142857142857,0.43333333333333335,0.3055555555555555,0.6507936507936508,0.21666666666666667,0.4857142857142857,0.23830409356725146,0.5288220551378446,0.2784499313362609,,2,val
reddino_base,KNN_5,fold1,0.7758620689655172,0.725,0.7696078431372549,0.8227180527383368,0.725,0.7758620689655172,0.7139433551198258,0.7729697242881827,0.7086314334707144,0.9628086029659589,4,test
reddino_base,RF,fold2,0.875,0.8125,0.6470588235294118,0.9607843137254902,0.5416666666666666,0.875,0.5796425796425796,0.9028749028749029,0.7470873676376284,,2,val
reddino_base,RF,fold2,0.8793103448275862,0.8583333333333334,0.861111111111111,0.8884099616858238,0.8583333333333334,0.8793103448275862,0.8521999443052075,0.8771785786304843,0.83946330577352,0.9735359791034714,4,test
reddino_base,LR,fold2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,val
reddino_base,LR,fold2,0.8793103448275862,0.8500000000000001,0.8557692307692308,0.8852785145888594,0.8500000000000001,0.8793103448275862,0.8452380952380952,0.8760262725779966,0.8387958921360812,0.9805216759352882,4,test
reddino_base,KNN_1,fold2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,val
reddino_base,KNN_1,fold2,0.8620689655172413,0.8291666666666666,0.8307692307692307,0.8674624226348363,0.8291666666666666,0.8620689655172413,0.8258841548315233,0.8612191398035318,0.8135461010441662,0.892994291371756,4,test
reddino_base,KNN_3,fold2,0.875,0.8125,0.6470588235294118,0.9607843137254902,0.5416666666666666,0.875,0.5796425796425796,0.9028749028749029,0.7470873676376284,,2,val
reddino_base,KNN_3,fold2,0.8793103448275862,0.8500000000000001,0.8557692307692308,0.8852785145888594,0.8500000000000001,0.8793103448275862,0.8452380952380952,0.8760262725779966,0.8387958921360812,0.9661779575328615,4,test
reddino_base,KNN_5,fold2,0.875,0.8125,0.6470588235294118,0.9607843137254902,0.5416666666666666,0.875,0.5796425796425796,0.9028749028749029,0.7470873676376284,,2,val
reddino_base,KNN_5,fold2,0.8620689655172413,0.8333333333333334,0.8428030303030303,0.8671630094043887,0.8333333333333334,0.8620689655172413,0.8288421311677125,0.856659156578964,0.8156305796390895,0.970319346140883,4,test
reddino_base,RF,fold3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
